,name_game_2weeks,playtime_2weeks_game_count,playtime_2weeks_game_max,playtime_2weeks_game_median,playtime_2weeks_game_mean,playtime_2weeks_game_min,appid_game_2weeks,playtime_2weeks_game,playtime_forever_game_2weeks,steam_appid_2weeks_game_,price_overview_2weeks_game_,genres_2weeks_game_,developers_2weeks_game_,publishers_2weeks_game_,categories_2weeks_game_,release_date_2weeks_game_,metacritic_2weeks_game_
357,DeadSpace,3,1078,708.0,823.3333333333334,684,1693980,684,684,1693980,57,"['Action', 'Adventure']",['Motive'],['ElectronicArts'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'HDRavailable', 'FamilySharing']","27Jan,2023",87
358,TonyHawk's™ProSkater™1+2,3,716,20.0,247.66666666666666,7,2395210,716,1288,2395210,43,['Sports'],"['VicariousVisions', 'IronGalaxyStudios']",['Activision'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'SteamAchievements', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","3Oct,2023",No score
359,RisingStorm2:Vietnam,3,338,266.0,204.33333333333334,9,418460,266,8886,418460,19,"['Action', 'MassivelyMultiplayer', 'Simulation', 'Strategy']","['AntimatterGames', 'TripwireInteractive']",['TripwireInteractive'],"['Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'In-AppPurchases', 'Stats', 'Includesleveleditor', 'FamilySharing']","30May,2017",81
360,DeadCells,3,444,177.0,226.66666666666666,59,588650,444,1173,588650,21,"['Action', 'Adventure', 'Indie']",['MotionTwin'],['MotionTwin'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","6Aug,2018",89
361,GranblueFantasyVersus:Rising,3,2125,1100.0,1252.0,531,2157560,1100,10239,2157560,39,['Action'],"['Cygames,Inc.', 'ArcSystemWorks']","['Cygames,Inc.']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayTogether', 'FamilySharing']","Dec13,2023",No score
362,Titanfall®2,3,651,317.0,327.3333333333333,14,1237970,651,4297,1237970,29,['Action'],['RespawnEntertainment'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV']","Jun18,2020",86
363,artofrally,3,437,186.0,229.0,64,550320,437,83811,550320,24,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']",['FunselektorLabsInc.'],['FunselektorLabsInc.'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'Stats', 'SteamLeaderboards', 'FamilySharing']","Sep23,2020",No score
364,DRAGONBALLXENOVERSE2,3,5518,767.0,2113.3333333333335,55,454650,5518,230727,454650,19,"['Action', 'Adventure', 'Casual', 'MassivelyMultiplayer']","['QLOC', 'DIMPS']",['BandaiNamcoEntertainment'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'SteamLeaderboards', 'FamilySharing']","Oct27,2016",78
365,TotalWar:MEDIEVALII-DefinitiveEdition,3,4311,815.0,1750.0,124,4700,4311,58231,4700,24,['Strategy'],"['CREATIVEASSEMBLY', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['SEGA', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['Single-player', 'Multi-player', 'SteamTradingCards', 'FamilySharing']","Nov15,2006",No score
366,Grounded,3,1256,815.0,713.3333333333334,69,962130,1256,54043,962130,39,"['Action', 'Adventure']",['ObsidianEntertainment'],['XboxGameStudios'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTablet', 'FamilySharing']","Sep27,2022",83
367,DRAGONBALL:THEBREAKERS,3,1255,498.0,621.6666666666666,112,1276760,1255,63278,1276760,19,"['Action', 'Adventure', 'Casual']",['DimpsCorporation'],['BandaiNamcoEntertainment'],"['Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases', 'PartialControllerSupport', 'FamilySharing']","Oct13,2022",No score
368,ShadowsofDoubt,3,735,243.0,331.0,15,986130,15,9352,986130,19,"['Action', 'Adventure', 'Indie', 'RPG', 'EarlyAccess']",['ColePoweredGames'],['FireshineGames'],"['Single-player', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Apr24,2023",No score
369,SecretsofGrindea,3,204,91.0,115.66666666666667,52,269770,52,304,269770,14,"['Action', 'Adventure', 'Indie', 'RPG']",['PixelFerrets'],['PixelFerrets'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'SteamLeaderboards', 'FamilySharing']","Feb29,2024",No score
370,TheCallistoProtocol,3,491,217.0,255.33333333333334,58,1544020,58,58,1544020,17,"['Action', 'Adventure']",['StrikingDistanceStudios'],"['KRAFTON,Inc.']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Dec1,2022",No score
371,HouseFlipper,3,204,25.0,83.66666666666667,22,613100,204,2917,613100,24,"['Indie', 'Simulation']",['Empyrean'],"['FrozenDistrict', 'PlayWayS.A.']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'RemotePlayonTablet', 'FamilySharing']","May17,2018",67
372,DEVOUR,3,163,93.0,113.0,83,1274570,83,83,1274570,4,['Indie'],['StraightBackGames'],['StraightBackGames'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'TrackedControllerSupport', 'VRSupported', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Jan28,2021",No score
373,SCUM,3,170,48.0,86.33333333333333,41,513710,170,124921,513710,39,"['Action', 'Adventure', 'Indie', 'MassivelyMultiplayer', 'EarlyAccess']",['Gamepires'],['JagexLtd'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'Stats']","Aug29,2018",No score
374,TinyRogues,3,3484,168.0,1262.6666666666667,136,2088570,3484,3484,2088570,9,"['Action', 'Adventure', 'Indie', 'RPG', 'EarlyAccess']",['RubyDev'],['RubyDev'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Sep23,2022",No score
375,HyperLightDrifter,3,785,595.0,536.6666666666666,230,257850,230,299,257850,15,"['Action', 'Adventure', 'Indie', 'RPG']",['HeartMachine'],['HeartMachine'],"['Single-player', 'Multi-player', 'PvP', 'Shared/SplitScreenPvP', 'Co-op', 'Shared/SplitScreenCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","31Mar,2016",84
376,STARWARS™EmpireatWar:GoldPack,3,200,61.0,103.33333333333333,49,32470,200,4712,32470,19,['Strategy'],['Petroglyph'],"['LucasArts', 'Lucasfilm', 'Disney']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamCloud', 'FamilySharing']","May25,2010",No score
377,RemnantII,3,4142,325.0,1530.3333333333333,124,1282100,4142,4295,1282100,35,"['Action', 'Adventure', 'RPG']",['GunfireGames'],['ArcGames'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Jul25,2023",No score
378,Half-Life2,3,404,251.0,220.0,5,220,251,2128,220,9,['Action'],['Valve'],['Valve'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'Captionsavailable', 'SteamCloud', 'IncludesSourceSDK', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayTogether', 'FamilySharing']","Nov16,2004",96
379,Battlefield4™,3,1500,1037.0,989.6666666666666,432,1238860,1037,10499,1238860,39,['Action'],['DICE'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'HDRavailable']","Jun11,2020",No score
380,Kena:BridgeofSpirits,3,261,112.0,126.33333333333333,6,1954200,261,261,1954200,34,"['Action', 'Adventure', 'Indie']",['EmberLab'],['EmberLab'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","26Sep,2022",83
381,TheElderScrollsIV:Oblivion,3,643,530.0,428.0,111,22330,530,530,22330,14,['RPG'],['BethesdaGameStudios'],['BethesdaSoftworks'],"['Single-player', 'SteamCloud', 'FamilySharing']","Jun16,2009",94
382,PavlovVR,3,1258,727.0,900.3333333333334,716,555160,1258,3875,555160,24,"['Action', 'Indie', 'EarlyAccess']",['VankruptGames'],['VankruptGames'],"['Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'TrackedControllerSupport', 'VROnly']","Feb27,2017",No score
383,DrugDealerSimulator,3,561,519.0,405.0,135,682990,561,12891,682990,19,"['Action', 'Adventure', 'Indie', 'Simulation']",['Byterunners'],['MovieGamesS.A.'],"['Single-player', 'FamilySharing']","Apr16,2020",59
384,Dominions6,3,1597,1494.0,1167.6666666666667,412,2511500,1494,1950,2511500,44,['Strategy'],['IllwinterGameDesign'],['IllwinterGameDesign'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'Cross-PlatformMultiplayer', 'SteamWorkshop', 'RemotePlayTogether', 'FamilySharing']","Jan17,2024",No score
385,ClassicMarathon,3,40,15.0,21.0,8,2398450,15,15,2398450,0,['Action'],['AlephOneDevelopers'],['AlephOneDevelopers'],"['Single-player', 'Multi-player', 'PvP', 'LANPvP', 'Co-op', 'LANCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'PartialControllerSupport', 'SteamCloud']","May10,2024",No score
386,TheForest,3,666,31.0,233.0,2,242760,2,5879,242760,19,"['Action', 'Adventure', 'Indie', 'Simulation']",['EndnightGamesLtd'],['EndnightGamesLtd'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'TrackedControllerSupport', 'VRSupported', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Apr30,2018",83
387,SoundpadDemo,3,340,178.0,173.0,1,632810,340,13665,632810,0,"['AudioProduction', 'Utilities']",['Leppsoft'],['Leppsoft'],['Gamedemo'],"Oct3,2017",No score
388,BorderlessGaming,3,2239,1019.0,1187.6666666666667,305,388080,2239,3647,388080,6,"['Action', 'Utilities']",['AndrewMD5'],['Codeusa'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud']","Jul23,2015",No score
389,RealmoftheMadGodExalt,3,3741,445.0,1396.6666666666667,4,200210,3741,3741,200210,0,"['Action', 'FreetoPlay', 'Indie', 'MassivelyMultiplayer', 'RPG']","['WildShadowStudios', 'DecaGames']",['DecaGames'],"['Multi-player', 'MMO', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'In-AppPurchases', 'Stats']","Feb20,2012",82
390,XSOverlay,3,5092,3638.0,3480.6666666666665,1712,1173510,5092,20639,1173510,9,"['Utilities', 'EarlyAccess']",['Xiexe'],['Xiexe'],"['SteamAchievements', 'TrackedControllerSupport', 'VROnly']","Mar3,2020",No score
391,DAVETHEDIVER,3,1306,383.0,576.6666666666666,41,1868140,41,238,1868140,14,"['Adventure', 'Casual', 'RPG', 'Simulation']",['MINTROCKET'],['MINTROCKET'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Jun28,2023",90
392,Gloomhaven,3,767,230.0,408.6666666666667,229,780290,767,767,780290,34,"['Adventure', 'RPG', 'Strategy']","['FlamingFowlStudios', 'SaberInteractive']",['TwinSailsInteractive'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'Includesleveleditor', 'FamilySharing']","Oct20,2021",82
393,TheLongDrive,3,607,186.0,297.0,98,1017180,98,8291,1017180,15,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'EarlyAccess']",['Genesz'],['Genesz'],"['Single-player', 'RemotePlayTogether', 'FamilySharing']","Sep25,2019",No score
394,ConanExiles,3,3714,169.0,1309.3333333333333,45,440900,3714,11860,440900,39,"['Action', 'Adventure', 'MassivelyMultiplayer', 'RPG', 'Simulation', 'Strategy']",['Funcom'],['Funcom'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","May8,2018",No score
395,Hi-FiRUSH,3,765,382.0,472.6666666666667,271,1817230,765,765,1817230,31,['Action'],['TangoGameworks'],['BethesdaSoftworks'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'Captionsavailable', 'SteamCloud', 'FamilySharing']","25Jan,2023",90
396,TotalWar:SHOGUN2,3,907,577.0,585.0,271,34330,577,5737,34330,29,['Strategy'],"['CREATIVEASSEMBLY', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['SEGA', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'ValveAnti-Cheatenabled', 'Stats', 'FamilySharing']","Mar15,2011",90
397,ProjectL33TPlaytest,3,214,134.0,119.0,9,2866540,134,275,2866540,0,[],['Unknown'],[''],[],"May3,2024",No score
398,RabbitandSteelDemo,3,143,46.0,67.66666666666667,14,2598750,14,14,2598750,0,[],['mino_dev'],['mino_dev'],['Gamedemo'],"28Sep,2023",No score
399,Hitman:Absolution,2,2598,1307.0,1307.0,16,203140,16,2151,203140,19,['Action'],['Io-InteractiveA/S'],['Io-InteractiveA/S'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Nov19,2012",79
400,YourOnlyMoveIsHUSTLE,2,74,45.5,45.5,17,2212330,74,3216,2212330,4,"['Action', 'Indie', 'Simulation', 'Strategy']",['IvySly'],['IvySly'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'FamilySharing']","Feb2,2023",No score
401,MachinikaMuseum,2,182,179.0,179.0,176,1507190,182,182,1507190,0,"['Adventure', 'Casual', 'Indie']",['LittlefieldStudio'],['DearVillagers'],"['Single-player', 'Fullcontrollersupport', 'FamilySharing']","Mar23,2021",No score
402,小黑盒加速器,2,2852,1477.5,1477.5,103,1447430,2852,15550,1447430,0,"['SoftwareTraining', 'WebPublishing', 'GameDevelopment']",['QingFengBeijingTechnology'],['QingFengBeijingTechnology'],[],"May24,2021",No score
403,MakeWay,2,117,86.0,86.0,55,1445790,55,55,1445790,14,"['Action', 'Casual', 'Indie', 'Racing']",['IceBEAM'],['SecretMode'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayTogether', 'FamilySharing']","Dec4,2023",83
404,Holdfast:NationsAtWar,2,941,604.5,604.5,268,589290,941,71620,589290,19,"['Action', 'Indie', 'MassivelyMultiplayer', 'Simulation', 'Strategy']",['AnvilGameStudios'],['AnvilGameStudios'],"['Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'Stats', 'SteamLeaderboards', 'Includesleveleditor']","Mar5,2020",No score
405,TapetoTape,2,96,54.5,54.5,13,1566200,96,1969,1566200,19,"['Action', 'Sports', 'EarlyAccess']",['ExcellentRectangle'],['ExcellentRectangle'],"['Single-player', 'Multi-player', 'PvP', 'Shared/SplitScreenPvP', 'Co-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","May3,2023",No score
406,HeroSiege,2,17,12.0,12.0,7,269210,7,31437,269210,7,"['Action', 'Adventure', 'Indie', 'MassivelyMultiplayer', 'RPG']",['PanicArtStudiosLtd'],['PanicArtStudiosLtd'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","Jan29,2014",No score
407,TUNIC,2,493,260.0,260.0,27,553420,27,590,553420,29,"['Action', 'Adventure', 'RPG']",['TUNICTeam'],['Finji'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Mar16,2022",85
408,ΔV:RingsofSaturnDemo,2,112,66.0,66.0,20,949730,20,882,949730,0,"['Action', 'Indie', 'Simulation']",['KoderaSoftware'],"['KoderaSoftware', 'Kurki.games']","['Single-player', 'Gamedemo', 'Fullcontrollersupport']","17Oct,2018",No score
409,MaddenNFL24,2,1547,1349.0,1349.0,1151,2140330,1151,13811,2140330,69,"['Simulation', 'Sports', 'Strategy']",['Tiburon'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'In-AppPurchases', 'HDRavailable']","Aug17,2023",No score
410,Wildermyth,2,146,129.5,129.5,113,763890,113,113,763890,16,"['Indie', 'RPG', 'Strategy']",['WorldwalkerGamesLLC'],"['WorldwalkerGamesLLC', 'WhisperGames']","['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamWorkshop', 'SteamCloud', 'Includesleveleditor', 'RemotePlayTogether', 'FamilySharing']","15Jun,2021",86
411,Hero'sLand,2,313,219.0,219.0,125,2349820,313,313,2349820,0,"['Action', 'Adventure', 'MassivelyMultiplayer', 'RPG', 'FreetoPlay']",['钢之直男工作室'],['Orienjoy'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'SteamAchievements', 'In-AppPurchases', 'RemotePlayTogether']","May17,2023",No score
412,HotlineMiami,2,291,173.5,173.5,56,219150,291,291,219150,8,"['Action', 'Indie']",['DennatonGames'],['DevolverDigital'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'SteamLeaderboards', 'FamilySharing']","23Oct,2012",85
413,TheBindingofIsaac,2,50,29.0,29.0,8,113200,50,583,113200,4,"['Action', 'Adventure', 'Indie', 'RPG']","['EdmundMcMillen', 'FlorianHimsl']",['EdmundMcMillen'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'FamilySharing']","Sep28,2011",84
414,YetAnotherZombieSurvivors,2,105,81.5,81.5,58,2163330,58,2304,2163330,9,"['Action', 'Casual', 'Indie', 'RPG', 'EarlyAccess']",['AwesomeGamesStudio'],['AwesomeGamesStudio'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Jul13,2023",No score
415,ItTakesTwoFriend'sPass,2,1137,784.5,784.5,432,1504980,1137,1137,1504980,0,[],"[""ItTakesTwoFriend'sPass""]",['ElectronicArts'],"['Multi-player', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'Fullcontrollersupport']","Mar26,2021",No score
416,Left4Dead,2,67,63.0,63.0,59,500,59,211,500,9,['Action'],['Valve'],['Valve'],"['Single-player', 'Multi-player', 'Co-op', 'SteamAchievements', 'Fullcontrollersupport', 'Captionsavailable', 'SteamCloud', 'ValveAnti-Cheatenabled', 'Stats', 'SteamLeaderboards', 'IncludesSourceSDK', 'Commentaryavailable', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Nov17,2008",89
417,LEGO®CityUndercover,2,331,185.5,185.5,40,578330,331,4796,578330,19,['Action'],"[""Traveller'sTales""]",['TTGames'],"['Single-player', 'Multi-player', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Apr4,2017",80
418,L.A.Noire,2,282,153.0,153.0,24,110800,282,7643,110800,5,"['Adventure', 'Strategy']","['TeamBondi', 'RockstarLeeds']",['RockstarGames'],"['Single-player', 'SteamAchievements', 'PartialControllerSupport']","Nov8,2011",83
419,Taiji,2,792,401.0,401.0,10,1141580,792,792,1141580,16,"['Adventure', 'Indie']",['MatthewVanDevander'],['MatthewVanDevander'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","9Sep,2022",No score
420,WormsW.M.D,2,61,58.0,58.0,55,327030,55,55,327030,24,"['Action', 'Strategy']",['Team17'],['Team17'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","23Aug,2016",79
421,WrestlingEmpire,2,296,177.0,177.0,58,1620340,58,58,1620340,19,"['Action', 'Indie', 'RPG', 'Simulation', 'Sports']",['MDickie'],['MDickie'],"['Single-player', 'Multi-player', 'PvP', 'Shared/SplitScreenPvP', 'Co-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'Fullcontrollersupport', 'FamilySharing']","Jul2,2021",No score
422,XCOM2,2,1044,964.5,964.5,885,268500,1044,6687,268500,59,['Strategy'],"['FiraxisGames', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['2K', 'FeralInteractive(Mac)', 'FeralInteractive(Linux)']","['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'RemotePlayonTablet', 'FamilySharing']","Feb4,2016",88
423,KingOfTheCastle,2,362,257.0,257.0,152,1839880,152,191,1839880,9,"['Casual', 'Indie', 'Strategy']",['TributaryGames'],['Team17'],"['Multi-player', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'RemotePlayTogether', 'FamilySharing']","Mar2,2023",No score
