,name_game_2weeks,playtime_2weeks_game_count,playtime_2weeks_game_max,playtime_2weeks_game_median,playtime_2weeks_game_mean,playtime_2weeks_game_min,appid_game_2weeks,playtime_2weeks_game,playtime_forever_game_2weeks,steam_appid_2weeks_game_,price_overview_2weeks_game_,genres_2weeks_game_,developers_2weeks_game_,publishers_2weeks_game_,categories_2weeks_game_,release_date_2weeks_game_,metacritic_2weeks_game_
752,SnowRunner,1,1619,1619.0,1619.0,1619,1465360,1619,1770,1465360,15,"['Adventure', 'Simulation']",['SaberInteractive'],['FocusEntertainment'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","17May,2021",No score
753,Solasta:CrownoftheMagister,1,416,416.0,416.0,416,1096530,416,2478,1096530,29,"['Adventure', 'RPG', 'Strategy']",['TacticalAdventures'],['TacticalAdventures'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamWorkshop', 'SteamCloud', 'Includesleveleditor', 'FamilySharing']","May27,2021",No score
754,ControlUltimateEdition,1,33,33.0,33.0,33,870780,33,2484,870780,40,"['Action', 'Adventure']",['RemedyEntertainment'],['505Games'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","27Aug,2020",85
755,ContractorsShowdown,1,361,361.0,361.0,361,2719160,361,571,2719160,19,"['Action', 'Simulation']",['CavemanStudio'],['CavemanStudio'],"['Multi-player', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'TrackedControllerSupport', 'VROnly', 'FamilySharing']","Apr25,2024",No score
756,SongsofSyxDemo,1,888,888.0,888.0,888,1279600,888,2278,1279600,0,"['Indie', 'Simulation', 'Strategy']",['GamatronAB'],['GamatronAB'],"['Single-player', 'Gamedemo']","24Aug,2020",No score
757,Sonic&All-StarsRacingTransformedCollection,1,86,86.0,86.0,86,212480,86,435,212480,19,"['Racing', 'Sports']",['SumoDigital'],['SEGA'],"['Single-player', 'Multi-player', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'ValveAnti-Cheatenabled', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Jan31,2013",No score
758,CrashBandicoot™4:It’sAboutTime,1,297,297.0,297.0,297,1378990,297,2695,1378990,39,['Action'],"['ToysforBob', 'Beenox', 'ActivisionShanghai', 'HardsuitLabs', 'IronGalaxyStudios']",['Activision'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'FamilySharing']","18Oct,2022",No score
759,Sprocket,1,359,359.0,359.0,359,1674170,359,1370,1674170,13,"['Action', 'Indie', 'Simulation', 'EarlyAccess']",['HamishDunn'],['HamishDunn'],"['Single-player', 'SteamCloud', 'FamilySharing']","26Aug,2021",No score
760,Command&Conquer:RedAlert3-Uprising,1,32,32.0,32.0,32,24800,32,2545,24800,0,['Strategy'],['EALosAngeles'],['ElectronicArts'],"['Single-player', 'FamilySharing']","Oct6,2009",64
761,SupremeCommander2,1,1,1.0,1.0,1,40100,1,9074,40100,12,['Strategy'],['GasPoweredGames'],['SquareEnix'],"['Single-player', 'Multi-player', 'SteamAchievements', 'Stats', 'SteamLeaderboards', 'FamilySharing']","Mar1,2010",77
762,ChampionshipManager2010,1,5047,5047.0,5047.0,5047,35030,5047,13690,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
763,ChillquariumDemo,1,1,1.0,1.0,1,2296100,1,14,2296100,0,[],['BenReber'],['BenReber'],"['Single-player', 'Gamedemo']","Feb8,2023",No score
764,Chillquarium,1,9,9.0,9.0,9,2276930,9,6584,2276930,4,"['Casual', 'Simulation']",['BenReber'],['BenReber'],"['Single-player', 'SteamAchievements', 'SteamCloud', 'Stats', 'FamilySharing']","6Sep,2023",No score
765,Cricket24,1,2754,2754.0,2754.0,2754,2358260,2754,30759,2358260,44,"['Simulation', 'Sports']",['BigAntStudios'],['Nacon'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Oct4,2023",No score
766,ChessKnight2,1,29,29.0,29.0,29,526880,29,29,526880,2,"['Casual', 'Strategy']",['EnsenaSoft'],['EnsenaSoft'],"['Single-player', 'Multi-player', 'PvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'RemotePlayTogether', 'FamilySharing']","11Sep,2016",No score
767,StrongholdHD,1,612,612.0,612.0,612,40950,612,616,40950,5,"['Simulation', 'Strategy']",['FireFlyStudios'],['FireFlyStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamTradingCards', 'SteamCloud', 'Includesleveleditor', 'FamilySharing']","Oct21,2013",81
768,ChantsofSennaarDemo,1,130,130.0,130.0,130,2283300,130,130,2283300,0,[],['Rundisc'],['FocusEntertainment'],"['Single-player', 'Gamedemo', 'SteamAchievements', 'Fullcontrollersupport']","Jan26,2023",85
769,CrimeO'Clock,1,222,222.0,222.0,222,1736290,222,2250,1736290,19,"['Adventure', 'Casual', 'Indie']",['BadSeed'],['MaximumEntertainment'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Jul21,2023",71
770,CrimeSimulator:Prologue,1,55,55.0,55.0,55,2928280,55,55,2928280,0,"['Action', 'Indie', 'Simulation', 'FreetoPlay']",['CookieDev'],['UltimateGamesS.A.'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamCloud', 'SteamLeaderboards']","10May,2024",No score
771,SidMeier'sCivilizationIV,1,17,17.0,17.0,17,3900,17,17,3900,2,['Strategy'],['FiraxisGames'],['2K'],"['Single-player', 'Multi-player', 'Includesleveleditor', 'FamilySharing']","Oct25,2006",94
772,ChampionsOnline,1,2834,2834.0,2834.0,2834,9880,2834,2998,9880,0,"['MassivelyMultiplayer', 'RPG', 'FreetoPlay']",['CrypticStudios'],['ArcGames'],"['Multi-player', 'MMO', 'Co-op', 'SteamAchievements']","Jun14,2011",72
773,SidMeier'sCivilizationVSDK,1,1,1.0,1.0,1,16830,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
774,ChampionofVenus,1,109,109.0,109.0,109,1827450,109,109,1827450,4,['Casual'],['Umbrelloid'],['Umbrelloid'],"['Single-player', 'FamilySharing']","18Apr,2023",No score
775,SunHaven,1,1756,1756.0,1756.0,1756,1432860,1756,6675,1432860,24,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",['PixelSproutStudios'],['PixelSproutStudios'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Mar10,2023",No score
776,ChainedEchoes,1,622,622.0,622.0,622,1229240,622,622,1229240,16,"['Indie', 'RPG']",['MatthiasLinda'],"['Deck13', 'WhisperGames']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'FamilySharing']","8Dec,2022",91
777,Shredders,1,20,20.0,20.0,20,1874170,20,314,1874170,19,"['Action', 'Simulation', 'Sports']",['FoamPunch'],['FoamPunch'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","16Mar,2022",No score
778,SuperBunnyMan,1,310,310.0,310.0,310,673750,310,310,673750,14,"['Action', 'Indie']",['Catobyte'],['CatobyteLtd'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","May16,2023",No score
779,SuperHexagon,1,143,143.0,143.0,143,221640,143,143,221640,2,"['Action', 'Indie']",['TerryCavanagh'],['TerryCavanagh'],"['Single-player', 'Fullcontrollersupport', 'FamilySharing']","27Nov,2012",88
780,CounterSide,1,93,93.0,93.0,93,1976440,93,93,1976440,0,"['RPG', 'FreetoPlay']","['StudiobsideCo.,Ltd']","['StudiobsideCo.,Ltd']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'In-AppPurchases']","1Sep,2022",No score
781,SuperRobotWars30,1,1413,1413.0,1413.0,1413,898750,1413,9030,898750,58,"['RPG', 'Simulation', 'Strategy']","['B.B.STUDIOCO.,LTD.']",['BandaiNamcoEntertainment'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","27Oct,2021",79
782,CastleCrashers,1,193,193.0,193.0,193,204360,193,299,204360,10,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",['TheBehemoth'],['TheBehemoth'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","26Sep,2012",No score
783,CircuitSuperstars,1,41,41.0,41.0,41,1097130,41,5188,1097130,19,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",['OriginalFireGames'],['OriginalFireGames'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","31Oct,2023",82
784,Stranded:AlienDawn,1,557,557.0,557.0,557,1324130,557,2114,1324130,28,"['Simulation', 'Strategy']",['HaemimontGames'],['FrontierFoundry'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamWorkshop', 'SteamCloud', 'FamilySharing']","25Apr,2023",81
785,CombatMaster,1,392,392.0,392.0,392,2281730,392,1812,2281730,0,"['Action', 'FreetoPlay']",['AlfaBravoInc'],['AlfaBravoInc'],"['Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Cross-PlatformMultiplayer', 'Fullcontrollersupport', 'In-AppPurchases']","Apr21,2023",No score
786,CreeperWorld4,1,506,506.0,506.0,506,848480,506,21480,848480,16,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",['KnuckleCracker'],['KnuckleCracker'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'SteamCloud', 'Stats', 'Includesleveleditor', 'FamilySharing']","3Dec,2020",No score
787,"StarWars:Battlefront2(Classic,2005)",1,24,24.0,24.0,24,6060,24,124,6060,9,['Action'],['PandemicStudios'],"['Lucasfilm', 'LucasArts', 'Disney']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamCloud', 'FamilySharing']","Jul8,2009",78
788,Starbound,1,176,176.0,176.0,176,211820,176,18492,211820,14,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",['Chucklefish'],['Chucklefish'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'FamilySharing']","Jul22,2016",81
789,CombatChampionsPlaytest,1,10,10.0,10.0,10,2337480,10,10,2337480,0,[],['Unknown'],[''],[],"23Mar,2023",No score
790,SixDaysinFallujah,1,1,1.0,1.0,1,1548850,1,4461,1548850,18,"['Action', 'EarlyAccess']",['HighwireGames'],['Victura'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'FamilySharing']","22Jun,2023",No score
791,StarpointGemini2,1,2458,2458.0,2458.0,2458,236150,2458,4243,236150,21,"['Action', 'RPG', 'Simulation']",['LittleGreenMenGames'],['LittleGreenMenGames'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","26Sep,2014",70
792,Sirocco,1,1149,1149.0,1149.0,1149,2790090,1149,1489,2790090,0,"['Action', 'Strategy', 'FreetoPlay']",['LunchboxEntertainmentInc.'],['LunchboxEntertainmentInc.'],"['Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'PartialControllerSupport']",Comingsoon,No score
793,ColoringBookforKids,1,19,19.0,19.0,19,1507410,19,2490,1507410,0,"['Casual', 'FreetoPlay', 'Indie']",['Peaksel'],['Peaksel'],"['Single-player', 'SteamAchievements']","Mar8,2021",No score
794,ColoringBook,1,11,11.0,11.0,11,1431240,11,988,1431240,0,"['Casual', 'FreetoPlay']",['Peaksel'],['Peaksel'],"['Single-player', 'SteamAchievements', 'In-AppPurchases']","5Nov,2020",No score
795,SimCity4Deluxe,1,1,1.0,1.0,1,24780,1,1798,24780,17,"['Simulation', 'Strategy']","['EA-Maxis', 'Aspyr(Mac)']","['ElectronicArts', 'Aspyr(Mac)']","['Single-player', 'FamilySharing']","20Jul,2010",No score
796,SteamEngineSimulator,1,11,11.0,11.0,11,2381620,11,11,2381620,0,['Simulation'],['EktoromSoftwareInc.'],['EktoromSoftwareInc.'],['Single-player'],"7Jun,2023",No score
797,Storyteller,1,347,347.0,347.0,347,1624540,347,347,1624540,9,['Adventure'],['DanielBenmergui'],['AnnapurnaInteractive'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Mar23,2023",No score
798,SidMeier'sPirates!,1,24,24.0,24.0,24,3920,24,868,3920,9,['RPG'],['FiraxisGames'],['2K'],"['Single-player', 'FamilySharing']","Jul11,2005",88
799,Clustertruck,1,126,126.0,126.0,126,397950,126,8932,397950,1,"['Action', 'Indie']",['Landfall'],['tinyBuild'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamWorkshop', 'Stats', 'SteamLeaderboards', 'Includesleveleditor', 'RemotePlayonTV', 'FamilySharing']","27Sep,2016",76
800,SteamWorldQuest:HandofGilgamech,1,670,670.0,670.0,670,804010,670,1146,804010,16,"['Adventure', 'RPG']",['Image&FormGames'],['ThunderfulPublishing'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","31May,2019",No score
801,CloudGardens,1,25,25.0,25.0,25,1372320,25,25,1372320,17,"['Casual', 'Indie', 'Simulation']",['Noio'],['Noio'],"['Single-player', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Sep1,2021",No score
802,Classof'09:TheRe-Up,1,92,92.0,92.0,92,2318310,92,500,2318310,10,"['Casual', 'Indie', 'RPG', 'Simulation']",['SBN3'],"['SBN3', 'WrathClub']","['Single-player', 'FamilySharing']","1Jun,2023",No score
803,CityBusManager,1,571,571.0,571.0,571,1364210,571,571,1364210,20,"['Casual', 'Simulation', 'EarlyAccess']",['PeDePeGbR'],['AerosoftGmbH'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'FamilySharing']","10Nov,2022",No score
804,Stoneshard,1,26,26.0,26.0,26,625960,26,1187,625960,24,"['Adventure', 'Indie', 'RPG', 'Strategy', 'EarlyAccess']",['InkStainsGames'],['HypeTrainDigital'],"['Single-player', 'SteamAchievements', 'Captionsavailable', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","Feb6,2020",No score
805,Stormgate,1,2,2.0,2.0,2,2012510,2,26,2012510,0,"['Action', 'Strategy', 'FreetoPlay']",['FrostGiantStudios'],['FrostGiantStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'In-AppPurchases']",Comingsoon,No score
806,Stormworks:BuildandRescue,1,411,411.0,411.0,411,573090,411,124466,573090,24,['Simulation'],['Geometa'],['Geometa'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamWorkshop', 'PartialControllerSupport', 'FamilySharing']","Sep17,2020",No score
807,Hatred,1,28,28.0,28.0,28,341940,28,134,341940,4,"['Action', 'Indie']",['DestructiveCreations'],['DestructiveCreations'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'SteamLeaderboards', 'FamilySharing']","1Jun,2015",43
808,Blade&Sorcery,1,86,86.0,86.0,86,629730,86,3572,629730,19,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'EarlyAccess']",['WarpFrog'],['WarpFrog'],"['Single-player', 'TrackedControllerSupport', 'VROnly', 'FamilySharing']","Dec11,2018",No score
809,BootstrapIsland,1,35,35.0,35.0,35,1942110,35,324,1942110,19,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy', 'EarlyAccess']",['MaruVRProductions'],['MaruVRProductions'],"['Single-player', 'TrackedControllerSupport', 'VROnly', 'SteamCloud', 'SteamLeaderboards', 'FamilySharing']","Feb22,2024",No score
810,"Warhammer40,000:SpaceMarine-AnniversaryEdition",1,383,383.0,383.0,383,55150,383,25324,55150,8,['Action'],['RelicEntertainment'],['SEGA'],"['Single-player', 'Multi-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamLeaderboards', 'RemotePlayonTV', 'FamilySharing']","5Sep,2011",74
811,Anno1800,1,1978,1978.0,1978.0,1978,916440,1978,17038,916440,59,"['Simulation', 'Strategy']",['UbisoftMainz'],['Ubisoft'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamTradingCards']",Apr2019,81
812,WarRobots,1,892,892.0,892.0,892,767560,892,1147,767560,0,"['Action', 'FreetoPlay']",['MY.GAMESHOLDINGSLTD'],['MY.GAMESHOLDINGSLTD'],"['Multi-player', 'PvP', 'OnlinePvP', 'SteamTradingCards', 'In-AppPurchases']","Apr4,2018",No score
813,Animaze,1,1,1.0,1.0,1,1364390,1,194,1364390,0,"['Animation&Modeling', 'VideoProduction']",['HolotechStudiosInc.'],['HolotechStudiosInc.'],['In-AppPurchases'],"Nov17,2021",No score
814,WarTortoise,1,877,877.0,877.0,877,2120250,877,3454,2120250,9,['Action'],['FoursakenMedia'],['FoursakenMedia'],"['Single-player', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","27Mar,2024",No score
815,Warface: Clutch,1,1,1.0,1.0,1,291480,1,1,291480,0,"['Action', 'MassivelyMultiplayer', 'FreetoPlay']",['MY.GAMES'],['MY.GAMES'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases']","Jul1,2014",No score
816,Anihance,1,481,481.0,481.0,481,1979340,481,5565,1979340,7,"['PhotoEditing', 'Utilities', 'VideoProduction']",['MoritzSchoepf'],['MoritzSchoepf'],"['SteamAchievements', 'Stats']","Nov22,2022",No score
817,Wargroove2,1,384,384.0,384.0,384,1346020,384,18967,1346020,18,['Strategy'],"['Chucklefish', 'Robotality']",['Chucklefish'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'Includesleveleditor', 'RemotePlayTogether', 'FamilySharing']","5Oct,2023",82
818,AngelineEraDemo,1,53,53.0,53.0,53,2821920,53,53,2821920,0,[],"['MelosHan-Tani', 'MarinaKittaka']",['AnalgesicProductions'],"['Single-player', 'Gamedemo', 'Fullcontrollersupport']","9May,2024",No score
819,AmongTrees,1,212,212.0,212.0,212,897730,212,212,897730,14,"['Adventure', 'Indie', 'Simulation']",['FJRDInteractive'],['FJRDInteractive'],"['Single-player', 'SteamAchievements', 'SteamCloud', 'FamilySharing']","Nov10,2021",No score
820,AmazingGrace-Whatcolorisyourattribute?-,1,1309,1309.0,1309.0,1309,2553910,1309,1313,2553910,34,['Adventure'],['CabbageSoft'],['Shiravune'],"['Single-player', 'SteamCloud', 'FamilySharing']","Apr25,2024",No score
821,Aliensvs.Predator,1,136,136.0,136.0,136,10680,136,228,10680,14,['Action'],['Rebellion'],['SEGA'],"['Single-player', 'Multi-player', 'Co-op', 'SteamAchievements', 'SteamCloud', 'Stats', 'SteamLeaderboards', 'FamilySharing']","Feb16,2010",68
822,Aliens:FireteamElite,1,240,240.0,240.0,240,1549970,240,240,1549970,29,"['Action', 'RPG']",['ColdIronStudios'],"['ColdIronStudios', 'FocusEntertainment']","['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Aug23,2021",No score
823,WWE2K24,1,929,929.0,929.0,929,2315690,929,1598,2315690,59,"['Simulation', 'Sports']",['VisualConcepts'],['2K'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'In-AppPurchases', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayTogether', 'FamilySharing']","Mar7,2024",No score
824,WarofRights,1,1423,1423.0,1423.0,1423,424030,1423,75624,424030,29,"['Action', 'Indie', 'Simulation', 'Strategy', 'EarlyAccess']",['CampfireGames'],['CampfireGames'],"['Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamTradingCards', 'PartialControllerSupport', 'FamilySharing']","Dec3,2018",No score
825,WarontheSea,1,9,9.0,9.0,9,1280780,9,7266,1280780,25,"['Simulation', 'Strategy']",['KillerfishGames'],['KillerfishGames'],"['Single-player', 'Includesleveleditor', 'FamilySharing']","2Feb,2021",No score
826,AlienSwarm:ReactiveDrop,1,79,79.0,79.0,79,563560,79,79,563560,0,"['Action', 'FreetoPlay']",['ReactiveDropTeam'],['ReactiveDropTeam'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'Captionsavailable', 'SteamWorkshop', 'SteamCloud', 'Stats', 'SteamLeaderboards', 'Includesleveleditor', 'IncludesSourceSDK']","Apr20,2017",No score
827,Warudo,1,21,21.0,21.0,21,2079120,21,49,2079120,0,"['Animation&Modeling', 'EarlyAccess']",['HakuyaLabs'],['HakuyaLabs'],"['SteamWorkshop', 'PartialControllerSupport']","14Jul,2023",No score
828,Wasteland3,1,35,35.0,35.0,35,719040,35,43,719040,32,"['RPG', 'Strategy']",['inXileEntertainment'],['inXileEntertainment'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTablet', 'FamilySharing']","27Aug,2020",85
829,Watch_Dogs,1,367,367.0,367.0,367,243470,367,367,243470,19,"['Action', 'Adventure']",['Ubisoft'],['Ubisoft'],"['Single-player', 'Multi-player', 'SteamTradingCards', 'PartialControllerSupport']","May26,2014",77
830,WeWereHereExpeditions:TheFriendShip,1,58,58.0,58.0,58,2296990,58,58,2296990,2,"['Adventure', 'Casual', 'Indie']",['TotalMayhemGames'],['TotalMayhemGames'],"['Multi-player', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","14Sep,2023",No score
831,WeirdWest:DefinitiveEdition,1,306,306.0,306.0,306,1097350,306,306,1097350,25,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",['WolfEyeStudios'],['DevolverDigital'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'FamilySharing']","31Mar,2022",76
832,AlienShooter2:Reloaded,1,827,827.0,827.0,827,33120,827,1825,33120,4,"['Action', 'Indie', 'RPG']",['SigmaTeamInc.'],['SigmaTeamInc.'],"['Single-player', 'SteamTradingCards', 'FamilySharing']","May27,2009",No score
833,Windward,1,1,1.0,1.0,1,326410,1,3332,326410,9,"['Action', 'Adventure', 'Indie', 'RPG']",['TasharenEntertainmentInc.'],['TasharenEntertainmentInc.'],"['Single-player', 'Multi-player', 'Co-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","May12,2015",61
834,WinterMemories,1,9,9.0,9.0,9,2495450,9,919,2495450,13,"['Adventure', 'Casual', 'RPG', 'Simulation']",['DojinOtome'],['KaguraGames'],"['Single-player', 'SteamCloud', 'FamilySharing']","5Jan,2024",No score
835,WallpaperAlive,1,153,153.0,153.0,153,2003310,153,1481,2003310,0,"['Casual', 'FreetoPlay', 'Design&Illustration', 'Utilities']",['TREE.s'],['TREE.s'],[],"4Jun,2022",No score
836,WWE2K22,1,369,369.0,369.0,369,1255630,369,2790,1255630,0,"['Simulation', 'Sports']",['VisualConcepts'],['2K'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'In-AppPurchases', 'PartialControllerSupport', 'SteamCloud', 'Includesleveleditor', 'FamilySharing']","10Mar,2022",No score
837,TheMobiusMachine,1,583,583.0,583.0,583,2281940,583,583,2281940,24,"['Action', 'Adventure', 'Indie']",['MadrugaWorks'],['MadrugaWorks'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Mar1,2024",No score
838,VictoriaII,1,983,983.0,983.0,983,42960,983,67231,42960,19,['Strategy'],['ParadoxDevelopmentStudio'],['ParadoxInteractive'],"['Single-player', 'Multi-player', 'SteamTradingCards', 'FamilySharing']","Aug30,2010",75
839,Asterigos:CurseoftheStars,1,635,635.0,635.0,635,1731070,635,635,1731070,13,"['Action', 'Adventure', 'RPG']",['AcmeGamestudio'],['tinyBuild'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","11Oct,2022",No score
840,VRisingDedicatedServer,1,1,1.0,1.0,1,1829350,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
841,Assassin'sCreedValhalla,1,477,477.0,477.0,477,2208920,477,477,2208920,10,"['Action', 'Adventure', 'RPG']",['UbisoftMontreal'],['Ubisoft'],"['Single-player', 'Captionsavailable', 'In-AppPurchases', 'PartialControllerSupport']","6Dec,2022",No score
842,ValheimDedicatedServer,1,21,21.0,21.0,21,896660,21,21,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
