,name,playtime_forever_count,playtime_forever_mean,playtime_forever_median,playtime_forever_max,playtime_forever_min,playtime_forever_std,playtime_forever_cv,playtime_forever,price,genres,developers,publishers,categories,release_date
15306,MySingingMonsters,1,0.0,0.0,0,0,,,0,0,"['Simulation', 'FreetoPlay']",['BigBlueBubble'],['BigBlueBubble'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'In-AppPurchases']","Mar24,2021"
15307,MySummerCar,29,7961.413793103448,5529.0,22969,0,6691.137846420664,0.8404459333864599,22274,14,"['Indie', 'Racing', 'Simulation', 'EarlyAccess']",['AmistechGames'],['AmistechGames'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Oct24,2016"
15336,MyTimeatPortia,2,5735.0,5735.0,7582,3888,2612.0524497031065,0.45545814292992265,7582,29,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",['PatheaGames'],['FocusEntertainment'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Jan15,2019"
15338,MyTimeatSandrock,1,1416.0,1416.0,1416,1416,,,1416,39,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",['PatheaGames'],"['PatheaGames', 'FocusEntertainment', 'PMStudios,Inc.', 'DMMGames']","['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Nov2,2023"
15339,MythofEmpires,3,31505.666666666668,37765.0,40305,16447,13102.880650198005,0.4158896489583251,40305,29,"['Action', 'Adventure', 'Indie', 'MassivelyMultiplayer', 'RPG']",['AngelaGame'],['ImperiumInteractiveEntertainment'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'SteamWorkshop', 'In-AppPurchases', 'HDRavailable']","Feb21,2024"
15342,N++,1,42334.0,42334.0,42334,42334,,,42334,14,['Action'],['MetanetSoftwareInc.'],['MetanetSoftwareInc.'],"['Single-player', 'Multi-player', 'PvP', 'Shared/SplitScreenPvP', 'Co-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Aug25,2016"
15343,NARAKA:BLADEPOINT,12,25048.083333333332,16596.5,96594,0,27831.80568231028,1.1111351440320563,0,0,"['Action', 'Adventure', 'MassivelyMultiplayer']",['24Entertainment'],['NetEaseGamesGlobal'],"['Multi-player', 'PvP', 'OnlinePvP', 'In-AppPurchases', 'PartialControllerSupport']","Aug11,2021"
15355,NARUTOSHIPPUDEN:UltimateNinjaSTORM3FullBurst,2,109.0,109.0,218,0,154.14927829866735,1.414213562373095,0,4,"['Action', 'Adventure']",['CyberConnect2Co.Ltd.'],['BANDAINAMCOEntertainment'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'Stats', 'SteamLeaderboards', 'RemotePlayTogether', 'FamilySharing']","Oct24,2013"
15357,NARUTOSHIPPUDEN:UltimateNinjaSTORM4,2,786.0,786.0,1261,311,671.7514421272201,0.8546456006707636,1261,2,"['Action', 'Adventure']",['CyberConnect2Co.Ltd.'],['BANDAINAMCOEntertainment'],"['Single-player', 'Multi-player', 'PvP', 'Shared/SplitScreenPvP', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","4Feb,2016"
15359,NARUTOSHIPPUDEN:UltimateNinjaSTORMRevolution,1,464.0,464.0,464,464,,,464,4,"['Action', 'Adventure']","['CyberConnect2Co.,Ltd.']",['BANDAINAMCOEntertainment'],"['Single-player', 'Multi-player', 'SteamAchievements', 'PartialControllerSupport', 'SteamCloud', 'SteamLeaderboards', 'FamilySharing']","Sep15,2014"
15360,NARUTOTOBORUTO:SHINOBISTRIKER,3,54491.333333333336,19344.0,131188,12942,66498.3489218592,1.2203472525635735,131188,4,['Action'],['SoleilLtd.'],['BandaiNamcoEntertainment'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'PartialControllerSupport', 'FamilySharing']","Jun29,2023"
15363,NASCARHeat3,1,0.0,0.0,0,0,,,0,9,['Racing'],['MonsterGames'],['704GamesCompany'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'SteamAchievements', 'PartialControllerSupport', 'RemotePlayTogether', 'FamilySharing']","Sep7,2018"
15364,NBA2K10,1,4203.0,4203.0,4203,4203,,,4203,0,Unknown,Unknown,Unknown,Unknown,Unknown
15365,NBA2K12,1,11340.0,11340.0,11340,11340,,,11340,0,Unknown,Unknown,Unknown,Unknown,Unknown
15366,NBA2K14,2,22917.0,22917.0,30755,15079,11084.605901880319,0.4836848584841087,15079,0,Unknown,Unknown,Unknown,Unknown,Unknown
15368,NBA2K15,2,24519.0,24519.0,34340,14698,13888.991396066167,0.5664583138001618,34340,0,Unknown,Unknown,Unknown,Unknown,Unknown
15370,NBA2K16,5,16301.6,11917.0,31812,1589,13377.197232604445,0.8206063964644235,31812,0,['Sports'],['VisualConcepts'],['2K'],"['Single-player', 'Multi-player', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","Sep29,2015"
15375,NBA2K17,5,15925.2,17517.0,29770,1903,12870.777587232249,0.8082019432868817,26854,0,['Sports'],['VisualConcepts'],['2K'],"['Single-player', 'Multi-player', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Sep20,2016"
15380,NBA2K18,1,2309.0,2309.0,2309,2309,,,2309,0,"['Simulation', 'Sports']",['VisualConcepts'],['2K'],"['Single-player', 'Multi-player', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']",Unknown
15381,NBA2K19,3,28365.333333333332,41263.0,43833,0,24598.685459457654,0.8672094620002464,43833,0,"['Simulation', 'Sports']",['VisualConcepts'],['2K'],"['Single-player', 'Multi-player', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'In-AppPurchases', 'SteamCloud', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Sep10,2018"
15384,NBA2K20,15,15251.066666666668,10956.0,46802,56,12902.084274957098,0.8459791408004531,13678,0,"['Simulation', 'Sports']",['VisualConcepts'],['2K'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'In-AppPurchases', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Sep6,2019"
15399,NBA2K21,11,16246.181818181818,11178.0,33300,3247,11066.391587307777,0.6811687639075226,33300,0,"['Simulation', 'Sports']",['VisualConcepts'],['2K'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'In-AppPurchases', 'SteamCloud', 'RemotePlayonTablet', 'RemotePlayTogether', 'FamilySharing']","Sep4,2020"
15410,NBA2K22,7,30229.714285714286,26954.0,61952,5517,18988.02260825041,0.6281244483089149,26954,0,"['Simulation', 'Sports']",['VisualConcepts'],['2K'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'In-AppPurchases', 'SteamCloud', 'RemotePlayonTablet', 'RemotePlayTogether', 'FamilySharing']","Sep9,2021"
15417,NBA2K23,9,14160.222222222223,14455.0,21339,6461,4481.009980400004,0.3164505408232767,15654,59,"['Simulation', 'Sports']",['VisualConcepts'],['2K'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'In-AppPurchases', 'SteamCloud', 'RemotePlayTogether', 'FamilySharing']","Sep8,2022"
15426,NBA2K24,2,15301.0,15301.0,26944,3658,16465.688506709947,1.076118456748575,26944,59,"['Simulation', 'Sports']",['VisualConcepts'],['2K'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'In-AppPurchases', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayTogether', 'FamilySharing']","Sep7,2023"
15428,NEBULOUS:FleetCommand,1,0.0,0.0,0,0,,,0,29,"['Simulation', 'Strategy', 'EarlyAccess']",['EridanusIndustries'],['HoodedHorse'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamWorkshop', 'SteamCloud', 'FamilySharing']","Feb11,2022"
15429,NEKOPARA-CatboysParadise,1,0.0,0.0,0,0,,,0,0,"['Adventure', 'Casual', 'Indie']",['NEKOWORKs'],['SekaiProject'],['Single-player'],"Jul15,2021"
15430,NEKOPARAExtra,1,600051.0,600051.0,600051,600051,,,600051,4,"['Casual', 'Indie']",['NEKOWORKs'],['SekaiProject'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Jul26,2018"
15431,NEKOPARAVol.0,1,600045.0,600045.0,600045,600045,,,600045,2,"['Casual', 'Indie']",['NEKOWORKs'],['SekaiProject'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Aug17,2015"
15432,NEKOPARAVol.1,1,600039.0,600039.0,600039,600039,,,600039,7,"['Casual', 'Indie']",['NEKOWORKs'],['SekaiProject'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","29Dec,2014"
15433,NEOTOKYO°,2,11.5,11.5,23,0,16.263455967290593,1.4142135623730951,23,0,"['Action', 'FreetoPlay']",['STUDIORADI-8'],['NEOTOKYO[MOD]'],"['Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'SteamCloud', 'ValveAnti-Cheatenabled']","Jul4,2014"
15435,NEOVERSE,1,21536.0,21536.0,21536,21536,,,21536,14,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",['TinogamesInc.'],['TinogamesInc.'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'Stats', 'SteamLeaderboards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","18Feb,2020"
15436,NGUIDLE,14,178594.2857142857,142327.5,618460,11672,189605.87949802555,1.0616570330887078,165711,0,"['Adventure', 'Indie', 'Simulation', 'FreetoPlay']",['4G'],['4G'],"['Single-player', 'SteamAchievements', 'In-AppPurchases', 'SteamCloud', 'RemotePlayonTablet']","Oct1,2019"
15450,NamarielLegends:IronLordPremiumEdition,1,0.0,0.0,0,0,,,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
15451,NaturalSelection2,4,34967.0,37544.0,64587,193,30386.820640973063,0.8690142317320062,64587,4,"['Action', 'Indie', 'Strategy']",['UnknownWorldsEntertainment'],['UnknownWorldsEntertainment'],"['Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'ValveAnti-Cheatenabled', 'Includesleveleditor', 'FamilySharing']","Oct30,2012"
15455,NavalAction,3,96327.33333333333,37389.0,220012,31581,107153.42174813333,1.1123885406163707,220012,0,"['Action', 'Adventure', 'Indie', 'MassivelyMultiplayer', 'RPG', 'Simulation', 'Strategy', 'FreetoPlay']",['Game-Labs'],['Game-Labs'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op']","Jun13,2019"
15458,Necesse,1,0.0,0.0,0,0,,,0,9,"['Action', 'Adventure', 'Indie', 'RPG', 'EarlyAccess']",['FairGamesApS'],['FairGamesApS'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamWorkshop', 'SteamCloud', 'Stats', 'FamilySharing']","Dec12,2019"
15459,NeedforSpeed:HotPursuit,1,1274.0,1274.0,1274,1274,,,1274,0,['Racing'],['CriterionGames'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamTradingCards', 'PartialControllerSupport', 'FamilySharing']","Dec14,2010"
15460,NeedforSpeed:Undercover,2,3899.0,3899.0,5460,2338,2207.5873708644012,0.566193221560503,2338,0,"['Action', 'Racing']",['EABlackBox'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PartialControllerSupport', 'FamilySharing']","Dec19,2008"
15462,NeedforSpeed™,1,1877.0,1877.0,1877,1877,,,1877,29,"['Action', 'Adventure', 'Racing', 'Simulation']",['GhostGames'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards']","Jun4,2020"
15463,NeedforSpeed™Heat,7,3424.1428571428573,3114.0,9582,0,3020.1404729234823,0.8820135721333545,0,69,"['Action', 'Adventure', 'Racing', 'Sports']",['GhostGames'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'RemotePlayonTablet', 'HDRavailable']","Jun4,2020"
15470,NeedforSpeed™MostWanted,1,922.0,922.0,922,922,,,922,19,"['Action', 'Adventure', 'Racing']",['CriterionGames'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamTradingCards']","Jun18,2020"
15471,NeedforSpeed™Payback,4,502.25,66.5,1876,0,917.9289642087417,1.8276335773195456,0,29,"['Action', 'Adventure', 'Racing', 'Sports', 'Strategy']",['GhostGames'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements']","Jun18,2020"
15475,NeedforSpeed™Unbound,1,0.0,0.0,0,0,,,0,69,"['Action', 'Racing']",['CriterionGames'],['ElectronicArts'],"['Single-player', 'Multi-player', 'PvP', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'PartialControllerSupport', 'HDRavailable']","Dec1,2022"
15476,NeonAbyss,3,3131.6666666666665,3793.0,5602,0,2858.9547623796593,0.9129179656348034,0,19,"['Action', 'Adventure', 'Indie', 'RPG']",['VeewoGames'],"['Team17', 'VeewoGames']","['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","Jul14,2020"
15479,Nether,2,15142.5,15142.5,21535,8750,9040.36019747001,0.5970189993376266,21535,0,"['Action', 'Indie', 'MassivelyMultiplayer', 'RPG', 'Simulation']","['NetherProductions,LLC']","['NetherProductions,LLC']","['Single-player', 'Multi-player', 'MMO', 'ValveAnti-Cheatenabled', 'FamilySharing']","Jun5,2014"
15481,NeuroVoider,1,0.0,0.0,0,0,,,0,3,"['Action', 'Indie', 'RPG']",['FlyingOakGames'],['DearVillagers'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Aug31,2016"
15482,Neverwinter,7,5538.0,764.0,34892,0,12962.80386336228,2.3407013115497075,0,0,"['Action', 'Adventure', 'MassivelyMultiplayer', 'RPG', 'FreetoPlay']",['CrypticStudios'],['ArcGames'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamTradingCards', 'In-AppPurchases', 'Includesleveleditor']","Dec5,2013"
15489,NeverwinterNights2:Platinum,1,15763.0,15763.0,15763,15763,,,15763,0,['RPG'],['ObsidianEntertainment'],['Atari'],"['Single-player', 'Multi-player', 'FamilySharing']","Dec27,2010"
15490,NeverwinterNights:EnhancedEdition,1,22630.0,22630.0,22630,22630,,,22630,19,['RPG'],['Beamdog'],['Beamdog'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamTradingCards', 'SteamWorkshop', 'Includesleveleditor', 'FamilySharing']","Mar27,2018"
15491,NewFrontier,1,0.0,0.0,0,0,,,0,0,"['FreetoPlay', 'Indie', 'MassivelyMultiplayer', 'RPG']",['FreeReignEntertainment'],['FreeReignEntertainment'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'In-AppPurchases', 'FamilySharing']","Dec27,2019"
15492,NewWorld,127,37615.96850393701,21455.0,239997,0,44857.270041437296,1.1925060506349157,66601,39,"['Action', 'Adventure', 'MassivelyMultiplayer', 'RPG']",['AmazonGames'],['AmazonGames'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'In-AppPurchases', 'PartialControllerSupport']","Sep28,2021"
15619,NickelodeonAll-StarBrawl2,1,9813.0,9813.0,9813,9813,,,9813,49,['Action'],['FairPlayLabs'],['GameMillEntertainment'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'RemotePlayTogether', 'FamilySharing']","Nov7,2023"
15620,NieR:Automata™,2,1240.0,1240.0,2480,0,1753.624817342638,1.4142135623730951,2480,38,"['Action', 'RPG']","['SquareEnix', 'PlatinumGamesInc.']",['SquareEnix'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","17Mar,2017"
15622,Nightbanes,1,0.0,0.0,0,0,,,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
15623,NightintheWoods,1,0.0,0.0,0,0,,,0,18,['Adventure'],['InfiniteFall'],['Finji'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","21Feb,2017"
15624,NightoftheDead,1,22700.0,22700.0,22700,22700,,,22700,24,"['Action', 'Adventure', 'Indie', 'Simulation', 'EarlyAccess']",['JacktoStudios'],['JacktoStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Aug27,2020"
15625,NinoKuniWrathoftheWhiteWitch™Remastered,1,6016.0,6016.0,6016,6016,,,6016,49,"['Action', 'Adventure', 'RPG']","['LEVEL5Inc.', 'QLOC']",['BANDAINAMCOEntertainment'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Sep19,2019"
15626,NinoKuni™II:RevenantKingdom,2,8555.5,8555.5,12810,4301,6016.771601116333,0.7032635849589542,12810,59,"['Adventure', 'RPG']",['LEVEL5Inc.'],['BANDAINAMCOEntertainment'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Mar23,2018"
15628,Nioh2–TheCompleteEdition,2,14089.0,14089.0,21168,7010,10011.21780803914,0.7105697926069373,7010,49,"['Action', 'RPG']","['KOEITECMOGAMESCO.,LTD.']","['KOEITECMOGAMESCO.,LTD.']","['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'Stats', 'SteamLeaderboards', 'HDRavailable', 'FamilySharing']","Feb5,2021"
15630,Nioh:CompleteEdition,3,2026.0,1679.0,4399,0,2219.9340080281668,1.0957226100830044,0,49,"['Action', 'RPG']","['KOEITECMOGAMESCO.,LTD.']","['KOEITECMOGAMESCO.,LTD.']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'Stats', 'SteamLeaderboards', 'FamilySharing']","Nov7,2017"
15633,NitroplusBlasterz:HeroinesInfiniteDuel,1,0.0,0.0,0,0,,,0,19,['Action'],['EXAMU'],"['XSEEDGames', 'MarvelousUSA,Inc.', 'Marvelous']","['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreen', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayTogether', 'FamilySharing']","Dec8,2016"
15634,NoMan'sSky,18,26660.777777777777,16579.0,144868,3552,32346.765752600288,1.213271646544456,53934,59,"['Action', 'Adventure']",['HelloGames'],['HelloGames'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'TrackedControllerSupport', 'VRSupported', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTablet', 'RemotePlayonTV', 'HDRavailable', 'FamilySharing']","Aug12,2016"
15652,NoMoreRoominHell,11,2635.5454545454545,90.0,21524,0,6343.639859948488,2.4069552088383763,1001,0,"['Action', 'Indie', 'FreetoPlay']",['NoMoreRoominHellTeam'],['LeverGames'],"['Multi-player', 'Co-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Captionsavailable', 'VRSupport', 'SteamWorkshop', 'PartialControllerSupport', 'SteamCloud', 'ValveAnti-Cheatenabled', 'Includesleveleditor', 'IncludesSourceSDK']","Oct31,2013"
15663,NoTimetoRelax,2,5168.5,5168.5,9968,369,6787.51799260967,1.3132471689290257,369,13,"['Casual', 'Indie', 'Simulation', 'Strategy']",['PorcelainFortress'],['PorcelainFortress'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'RemotePlayTogether', 'FamilySharing']","Aug21,2019"
15665,Noita,3,22575.666666666668,15171.0,41751,10805,16749.195363758026,0.7419136546912468,41751,16,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",['NollaGames'],['NollaGames'],"['Single-player', 'SteamAchievements', 'SteamWorkshop', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","15Oct,2020"
15668,Northgard,9,25068.777777777777,13928.0,57252,1051,21506.78979867624,0.8579113824105512,44243,29,"['Indie', 'Simulation', 'Strategy']",['ShiroGames'],['ShiroUnlimited'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Mar7,2018"
15677,NosTale,2,42372.0,42372.0,69862,14882,38876.730829636384,0.9175099317859998,69862,0,"['Action', 'Adventure', 'MassivelyMultiplayer', 'RPG', 'FreetoPlay']","['EntwellCo.,Ltd.']",['Gameforge4DGmbH'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamTradingCards', 'In-AppPurchases']","Sep18,2017"
15679,Nosgoth,4,8311.5,1988.0,29270,0,14097.486147064186,1.696142230291065,3976,0,Unknown,Unknown,Unknown,Unknown,Unknown
15683,NotesofSoul,1,2411.0,2411.0,2411,2411,,,2411,29,"['Action', 'Adventure', 'Casual', 'Indie', 'MassivelyMultiplayer', 'Racing', 'RPG', 'Strategy', 'EarlyAccess']",['（HongKong）GKDGameStudio'],['（HongKong）GKDGameStudio'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Stats', 'SteamLeaderboards', 'RemotePlayTogether']","Jan17,2019"
15684,NuclearThrone,4,22822.0,23209.0,41221,3649,18887.130186099388,0.8275843565901055,41221,9,"['Action', 'Indie', 'RPG']",['Vlambeer'],['Vlambeer'],"['Single-player', 'Multi-player', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'Stats', 'SteamLeaderboards', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","5Dec,2015"
15688,OCTOPATHTRAVELER,1,0.0,0.0,0,0,,,0,59,['RPG'],"['SquareEnix', 'ACQUIRECorp.']",['SquareEnix'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Jun7,2019"
15689,OCTOPATHTRAVELERII,1,5635.0,5635.0,5635,5635,,,5635,59,['RPG'],"['SquareEnix', 'ACQUIRECorp.']",['SquareEnix'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Feb24,2023"
15690,OMORI,3,3025.6666666666665,3009.0,3321,2747,287.362720848292,0.09497500964469274,3009,19,"['Adventure', 'Indie', 'RPG']","['OMOCAT,LLC']","['OMOCAT,LLC']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","Dec25,2020"
15693,ONEPIECE:PIRATEWARRIORS4,1,0.0,0.0,0,0,,,0,9,['Action'],['KoeiTecmo'],['BANDAINAMCOEntertainment'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'In-AppPurchases', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Mar26,2020"
15694,ONRAID,1,0.0,0.0,0,0,,,0,0,"['Action', 'FreetoPlay', 'Indie', 'MassivelyMultiplayer', 'Strategy']",['PragmatixLtd'],['PragmatixLtd'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamTradingCards', 'In-AppPurchases', 'PartialControllerSupport']","Apr18,2017"
